Source,Target ,Type,Attribute,Value,SourceType,TargetType
2014/04,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/04,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/05,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/06,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/07,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/08,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/09,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/10,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/11,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2016/12,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2017/01,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2017/02,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2017/03,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2017/04,2017/05,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/06,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/07,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/08,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/09,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/10,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/11,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2016/12,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2017/01,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2017/02,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2017/03,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2017/04,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2017/05,2017/06,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/07,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/08,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/09,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/10,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/11,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2016/12,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/01,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/02,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/03,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/04,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/05,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2017/06,2017/07,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/08,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/09,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/10,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/11,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2016/12,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/01,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/02,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/03,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/04,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/05,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/06,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2017/07,2017/08,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/09,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/10,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/11,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2016/12,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/01,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/02,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/03,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/04,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/05,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/06,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/07,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2017/08,2017/09,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2017/10,Temporary-Temporary,Term,0,Temporary,Temporary
