Source,Target ,Type,Attribute,Value,SourceType,TargetType
2013/08,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2015/11,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2015/12,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2016/01,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2016/02,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2016/03,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/08,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2014/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/04,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/05,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/06,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/07,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/08,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/09,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/10,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/11,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2015/12,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2016/01,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2016/02,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2016/03,2016/04,Temporary-Temporary,Term,0,Temporary,Temporary
2010/09,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2010/10,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2010/11,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2010/12,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/01,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/02,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/03,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/04,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/05,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/06,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/07,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/08,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/09,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/10,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/11,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2011/12,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/01,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/02,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/03,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/04,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/05,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/06,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/07,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/08,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/09,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/10,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/11,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2012/12,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/01,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/02,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/03,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/04,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/05,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/06,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/07,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/08,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/09,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/10,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/11,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2013/12,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/01,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/02,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/03,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/04,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/05,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/06,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
2014/07,2016/05,Temporary-Temporary,Term,0,Temporary,Temporary
